 0000   0.00000000000       1.00000000000       0.00000000000      -27559673.3150      -3.84732985437      0.273609602142-316
 0000   0.00000000000      0.618033988750E-01   0.00000000000      -27559673.3150      -3.23687214788      0.273609602142-316
 0000   0.00000000000      0.381966011250E-02   0.00000000000      -27559673.3150      -2.98441900636      0.273609602142-316
 0000   0.00000000000      0.236067977500E-03   0.00000000000      -27559673.3150      -2.96867777725      0.273609602142-316
 0000   0.00000000000      0.145898033750E-04   0.00000000000      -27559673.3150      -2.96770488544      0.273609602142-316
 0000   0.00000000000      0.901699437495E-06   0.00000000000      -27559673.3150      -2.96764475742      0.273609602142-316
 0000   0.00000000000      0.557280900008E-07   0.00000000000      -27559673.3150      -2.96764104130      0.273609602142-316
 0000   0.00000000000      0.344418537486E-08   0.00000000000      -27559673.3150      -2.96764081163      0.273609602142-316
 0000   0.00000000000      0.212862362522E-09   0.00000000000      -27559673.3150      -2.96764079744      0.273609602142-316
 0000   0.00000000000      0.131556174964E-10   0.00000000000      -27559673.3150      -2.96764079656      0.273609602142-316
