   0.00000000000       111649997.783      0.148739579791E+14 -0.287608866077E-04   92734874.0276      0.297479159582E+14  0.501191206831E+13  0.501191206831E+13  0.485013384248E+13   5454165.01017       2593768629.87      0.151855218414E+13
  0.500000000000E-04   111648529.567      0.148735038508E+14 -0.287429890011E-04   92734656.1468      0.297470077017E+14  0.501175855834E+13  0.501175855834E+13  0.484998673416E+13   5454081.74688       2593708905.54      0.151850582214E+13
  0.100000000000E-03   111647374.846      0.148730523546E+14 -0.287191851794E-04   92734434.8534      0.297461047092E+14  0.501160616242E+13  0.501160616242E+13  0.484984002976E+13   5453998.96491       2593647804.49      0.151845808607E+13
  0.150000000000E-03   111646529.829      0.148726038213E+14 -0.286789231725E-04   92734208.9616      0.297452076426E+14  0.501145499462E+13  0.501145499463E+13  0.484969383206E+13   5453916.72494       2593585385.89      0.151840902262E+13
  0.200000000000E-03   111645986.869      0.148721585489E+14 -0.286293687491E-04   92733977.7721      0.297443170979E+14  0.501130515657E+13  0.501130515657E+13  0.484954823579E+13   5453835.08165       2593521720.28      0.151835868874E+13
  0.250000000000E-03   111645734.649      0.148717168054E+14 -0.286186500049E-04   92733741.1840      0.297434336107E+14  0.501115673927E+13  0.501115673927E+13  0.484940332683E+13   5453754.08418       2593456889.52      0.151830715163E+13
  0.300000000000E-03   111645758.457      0.148712788295E+14 -0.285810016613E-04   92733499.7844      0.297425576589E+14  0.501100982461E+13  0.501100982462E+13  0.484925918024E+13   5453673.77636       2593390986.21      0.151825448824E+13
  0.350000000000E-03   111646040.543      0.148708448290E+14 -0.286028874727E-04   92733254.9032      0.297416896581E+14  0.501086448596E+13  0.501086448596E+13  0.484911585711E+13   5453594.19631       2593324112.35      0.151820078430E+13
  0.400000000000E-03   111646560.526      0.148704149757E+14 -0.285782523302E-04   92733008.6229      0.297408299514E+14  0.501072078745E+13  0.501072078745E+13  0.484897340079E+13   5453515.37555       2593256377.45      0.151814613293E+13
  0.450000000000E-03   111647295.848      0.148699893969E+14 -0.285461109801E-04   92732763.7342      0.297399787938E+14  0.501057878201E+13  0.501057878201E+13  0.484883183289E+13   5453437.33748       2593187896.08      0.151809063280E+13
  0.500000000000E-03   111648222.238      0.148695681665E+14 -0.285017684984E-04   92732523.6335      0.297391363330E+14  0.501043850828E+13  0.501043850828E+13  0.484869114995E+13   5453360.09567       2593118785.07      0.151803438612E+13
  0.550000000000E-03   111649314.185      0.148691512953E+14 -0.284616575482E-04   92732292.1611      0.297383025905E+14  0.501029998705E+13  0.501029998706E+13  0.484855132116E+13   5453283.65212       2593049160.76      0.151797749656E+13
  0.600000000000E-03   111650545.396      0.148687387241E+14 -0.284703294731E-04   92732073.3848      0.297374774481E+14  0.501016321804E+13  0.501016321805E+13  0.484841228798E+13   5453207.99605       2592979136.35      0.151792006732E+13
  0.650000000000E-03   111651889.250      0.148683303213E+14 -0.284634685734E-04   92731871.3375      0.297366606426E+14  0.501002817781E+13  0.501002817781E+13  0.484827396570E+13   5453133.10333       2592908819.88      0.151786219953E+13
  0.700000000000E-03   111653319.223      0.148679258860E+14 -0.284540970821E-04   92731689.7243      0.297358517720E+14  0.500989481956E+13  0.500989481956E+13  0.484813624688E+13   5453058.93715       2592838312.82      0.151780399099E+13
  0.750000000000E-03   111654809.301      0.148675251571E+14 -0.284602117095E-04   92731531.6168      0.297350503141E+14  0.500976307522E+13  0.500976307523E+13  0.484799900661E+13   5452985.44965       2592767709.41      0.151774553547E+13
  0.800000000000E-03   111656334.365      0.148671278286E+14 -0.284341931513E-04   92731399.1549      0.297342556571E+14  0.500963285992E+13  0.500963285993E+13  0.484786210871E+13   5452912.58477       2592697096.69      0.151768692229E+13
  0.850000000000E-03   111657870.552      0.148667335696E+14 -0.284104291929E-04   92731293.2804      0.297334671392E+14  0.500950407858E+13  0.500950407859E+13  0.484772541241E+13   5452840.28183       2592626555.15      0.151762823627E+13
  0.900000000000E-03   111659395.598      0.148663420471E+14 -0.284100775544E-04   92731213.5217      0.297326840941E+14  0.500937663418E+13  0.500937663418E+13  0.484758877871E+13   5452768.47978       2592556159.67      0.151756955790E+13
  0.950000000000E-03   111660889.130      0.148659529498E+14 -0.284176280402E-04   92731157.8496      0.297319058996E+14  0.500925043691E+13  0.500925043691E+13  0.484745207601E+13   5452697.12158       2592485980.77      0.151751096355E+13
  0.100000000000E-02   111662332.935      0.148655660117E+14 -0.284383168842E-04   92731122.6167      0.297311320233E+14  0.500912541353E+13  0.500912541353E+13  0.484731518461E+13   5452626.15841       2592416085.84      0.151745252571E+13
