 0000   0.00000000000       6186.11666435      0.695278723595-309   59.5894223874       50.4548358196       0.00000000000    
 0000   0.00000000000       382.323035694      0.695278723595-309   59.5894223874       58.0888324584       0.00000000000    
 0000   0.00000000000       23.6288630741      0.695278723595-309   59.5894223874       59.0137596621       0.00000000000    
 0000   0.00000000000       1.46034404953      0.695278723595-309   59.5894223874       59.4882450181       0.00000000000    
 0000   0.00000000000      0.902542257879E-01  0.695278723595-309   59.5894223874       59.3555051441       0.00000000000    
 0000   0.00000000000      0.557801791652E-02  0.695278723595-309   59.5894223874       59.5730338018       0.00000000000    
 0000   0.00000000000      0.344740466227E-03  0.695278723595-309   59.5894223874       59.5885930250       0.00000000000    
 0000   0.00000000000      0.213061325426E-04  0.695278723595-309   59.5894223874       59.5893718751       0.00000000000    
 0000   0.00000000000      0.131679140801E-05  0.695278723595-309   59.5894223874       59.5894192685       0.00000000000    
 0000   0.00000000000      0.813821846245E-07  0.695278723595-309   59.5894223874       59.5894221947       0.00000000000    
 0000   0.00000000000      0.502969561767E-08  0.695278723595-309   59.5894223874       59.5894223756       0.00000000000    
 0000   0.00000000000      0.310852284478E-09  0.695278723595-309   59.5894223874       59.5894223867       0.00000000000    
