 A  0.000000000000000E+000   24.5335252802760     
 B   500000.000000000        7.01049564424924     
 B   30901.6994374947        21.6269469496519     
 B   1909.83005625053        24.5157732469806     
 B   118.033988749895        24.5337256330109     
 C   190.983005625053        24.5337650051971     
 P   199.027062937369        24.5337653878454     
 P   212.042621076149        24.5337643394107     
   190.983005625053        199.027062937369        212.042621076149     
   199.027062937       24.5337653878    
   203.998563550       24.5337652307    
   195.954506584       24.5337653346    
   198.915029653       24.5337653879    
   198.895038150       24.5337653879    
   198.935021155       24.5337653879    
