   0.00000000000       112045104.200      0.147446632632E+14 -0.137494188372E-03   102809302.530      0.294893265265E+14  0.500004050607E+13  0.500004050607E+13  0.474458225110E+13   5430407.58383       2542943492.23      0.145262915352E+13
  0.500000000000E-04   112043611.961      0.147442076006E+14 -0.137476605387E-03   102807661.458      0.294884152012E+14  0.499988209185E+13  0.499988209185E+13  0.474444341692E+13   5430323.67371       2542883838.10      0.145258410130E+13
  0.100000000000E-03   112042455.791      0.147437559249E+14 -0.137443995800E-03   102806088.229      0.294875118498E+14  0.499972498595E+13  0.499972498595E+13  0.474430595299E+13   5430240.49650       2542822761.69      0.145253760295E+13
  0.150000000000E-03   112041632.771      0.147433087680E+14 -0.137441384542E-03   102804595.696      0.294866175360E+14  0.499956939922E+13  0.499956939922E+13  0.474416996957E+13   5430158.15019       2542760340.12      0.145248971050E+13
  0.200000000000E-03   112041135.512      0.147428665805E+14 -0.137482815190E-03   102803195.783      0.294857331610E+14  0.499941551498E+13  0.499941551498E+13  0.474403555057E+13   5430076.71779       2542696660.96      0.145244048771E+13
  0.250000000000E-03   112040952.275      0.147424297249E+14 -0.137454251690E-03   102801898.895      0.294848594499E+14  0.499926348517E+13  0.499926348517E+13  0.474390275461E+13   5429996.26610       2542631821.07      0.145239000925E+13
  0.300000000000E-03   112041067.235      0.147419984731E+14 -0.137444924326E-03   102800713.454      0.294839969461E+14  0.499911342815E+13  0.499911342815E+13  0.474377161675E+13   5429916.84523       2542565925.18      0.145233835963E+13
  0.350000000000E-03   112041460.890      0.147415730079E+14 -0.137448447334E-03   102799645.572      0.294831460158E+14  0.499896542857E+13  0.499896542857E+13  0.474364215077E+13   5429838.48893       2542499084.49      0.145228563184E+13
  0.400000000000E-03   112042110.594      0.147411534315E+14 -0.137425474278E-03   102798698.915      0.294823068631E+14  0.499881953970E+13  0.499881953970E+13  0.474351435214E+13   5429761.21603       2542431415.25      0.145223192585E+13
  0.450000000000E-03   112042991.184      0.147407397779E+14 -0.137394401513E-03   102797874.727      0.294814795558E+14  0.499867578825E+13  0.499867578825E+13  0.474338820142E+13   5429685.03284       2542363037.67      0.145217734723E+13
  0.500000000000E-03   112044075.683      0.147403320314E+14 -0.137438374638E-03   102797172.055      0.294806640629E+14  0.499853418161E+13  0.499853418161E+13  0.474326366821E+13   5429609.93653       2542294075.00      0.145212200572E+13
  0.550000000000E-03   112045336.028      0.147399301483E+14 -0.137445115796E-03   102796588.105      0.294798602966E+14  0.499839471658E+13  0.499839471658E+13  0.474314071515E+13   5429535.91908       2542224653.03      0.145206601417E+13
  0.600000000000E-03   112046743.795      0.147395340793E+14 -0.137446407692E-03   102796118.741      0.294790681585E+14  0.499825738871E+13  0.499825738871E+13  0.474301930185E+13   5429462.97147       2542154899.74      0.145200948754E+13
  0.650000000000E-03   112048270.866      0.147391437901E+14 -0.137440021690E-03   102795759.034      0.294782875801E+14  0.499812220084E+13  0.499812220084E+13  0.474289938838E+13   5429391.08742       2542084945.09      0.145195254213E+13
  0.700000000000E-03   112049890.013      0.147387592770E+14 -0.137428861343E-03   102795503.825      0.294775185539E+14  0.499798916952E+13  0.499798916952E+13  0.474278093794E+13   5429320.26629       2542014920.72      0.145189529505E+13
  0.750000000000E-03   112051575.376      0.147383805748E+14 -0.137449117061E-03   102795348.219      0.294767611497E+14  0.499785832810E+13  0.499785832810E+13  0.474266391864E+13   5429250.51454       2541944959.35      0.145183786356E+13
  0.800000000000E-03   112053302.808      0.147380077565E+14 -0.137432376918E-03   102795287.948      0.294760155131E+14  0.499772972606E+13  0.499772972606E+13  0.474254830441E+13   5429181.84564       2541875193.89      0.145178036454E+13
  0.850000000000E-03   112055050.104      0.147376409243E+14 -0.137411259247E-03   102795319.546      0.294752818487E+14  0.499760342455E+13  0.499760342455E+13  0.474243407522E+13   5429114.27847       2541805756.05      0.145172291374E+13
  0.900000000000E-03   112056797.109      0.147372801950E+14 -0.137415477535E-03   102795440.298      0.294745603899E+14  0.499747948895E+13  0.499747948895E+13  0.474232121706E+13   5429047.83456       2541736774.62      0.145166562502E+13
  0.950000000000E-03   112058525.741      0.147369256811E+14 -0.137436565541E-03   102795647.965      0.294738513623E+14  0.499735797970E+13  0.499735797970E+13  0.474220972174E+13   5428982.53472       2541668373.50      0.145160860942E+13
  0.100000000000E-02   112060219.924      0.147365774725E+14 -0.137422019582E-03   102795940.310      0.294731549449E+14  0.499723894272E+13  0.499723894272E+13  0.474209958703E+13   5428918.39549       2541600669.76      0.145155197410E+13
  0.105000000000E-02   112061865.481      0.147362356185E+14 -0.137439728123E-03   102796314.512      0.294724712371E+14  0.499712240092E+13  0.499712240092E+13  0.474199081670E+13   5428855.42606       2541533771.70      0.145149582134E+13
  0.110000000000E-02   112063450.001      0.147359001162E+14 -0.137460392616E-03   102796766.542      0.294718002325E+14  0.499700834772E+13  0.499700834772E+13  0.474188342080E+13   5428793.62589       2541467777.39      0.145144024753E+13
  0.115000000000E-02   112064962.709      0.147355709026E+14 -0.137469665243E-03   102797290.642      0.294711418051E+14  0.499689674343E+13  0.499689674343E+13  0.474177741569E+13   5428732.98340       2541402773.44      0.145138534218E+13
  0.120000000000E-02   112066394.368      0.147352478535E+14 -0.137509170532E-03   102797878.984      0.294704957070E+14  0.499678751483E+13  0.499678751483E+13  0.474167282385E+13   5428673.47582       2541338834.41      0.145133118712E+13
  0.125000000000E-02   112067737.229      0.147349307894E+14 -0.137569645027E-03   102798521.612      0.294698615787E+14  0.499668055802E+13  0.499668055802E+13  0.474156967332E+13   5428615.07004       2541276022.62      0.145127785586E+13
  0.130000000000E-02   112068985.017      0.147346194851E+14 -0.137593724934E-03   102799206.675      0.294692389701E+14  0.499657574417E+13  0.499657574417E+13  0.474146799672E+13   5428557.72467       2541214388.51      0.145122541310E+13
  0.135000000000E-02   112070132.956      0.147343136850E+14 -0.137615617045E-03   102799920.978      0.294686273701E+14  0.499647292754E+13  0.499647292754E+13  0.474136782995E+13   5428501.39265       2541153971.38      0.145117391451E+13
  0.140000000000E-02   112071177.789      0.147340131202E+14 -0.137678514445E-03   102800650.756      0.294680262404E+14  0.499637195482E+13  0.499637195482E+13  0.474126921056E+13   5428446.02445       2541094800.54      0.145112340686E+13
  0.145000000000E-02   112072117.777      0.147337175255E+14 -0.137690601989E-03   102801382.622      0.294674350511E+14  0.499627267476E+13  0.499627267476E+13  0.474117217601E+13   5428391.57127       2541036896.72      0.145107392829E+13
  0.150000000000E-02   112072952.644      0.147334266564E+14 -0.137672706528E-03   102802104.572      0.294668533127E+14  0.499617494727E+13  0.499617494727E+13  0.474107676183E+13   5428337.98807       2540980273.62      0.145102550899E+13
  0.155000000000E-02   112073683.480      0.147331403023E+14 -0.137720238898E-03   102802806.946      0.294662806047E+14  0.499607865108E+13  0.499607865108E+13  0.474098300019E+13   5428285.23612       2540924939.61      0.145097817211E+13
  0.160000000000E-02   112074312.575      0.147328582984E+14 -0.137708995023E-03   102803483.281      0.294657165969E+14  0.499598368990E+13  0.499598368990E+13  0.474089091864E+13   5428233.28505       2540870899.37      0.145093193484E+13
  0.165000000000E-02   112074843.232      0.147325805333E+14 -0.137675751422E-03   102804130.965      0.294651610666E+14  0.499588999688E+13  0.499588999688E+13  0.474080053954E+13   5428182.11436       2540818155.56      0.145088680979E+13
