   0.00000000000      0.125000000000       14.8044066016     -0.128707830544E-16   12.5663706144       29.6088132033       2.46740110027       2.46740110027       9.86960440109       29.6088132033       3506.72727722       415320.131625    
  0.312500000000E-01  0.124999096100       14.8633503033     -0.118247314627E-16   12.4474294071       29.7267006067       2.50856771743       2.50856771743       9.84621486847       29.7267006067       3558.25712647       433467.621074    
  0.625000000000E-01  0.124996363677       15.0421630189     -0.158419058628E-16   12.1000269040       30.0843260379       2.63167811756       2.63167811756       9.77880678382       30.0843260379       3717.87105778       492246.906771    
  0.937500000000E-01  0.124991713193       15.3466797312     -0.115385691693E-17   11.5508318568       30.6933594624       2.83573611144       2.83573611144       9.67520750830       30.6933594624       4001.21280963       606149.595357    
  0.125000000000      0.124985000291       15.7863120745     -0.462303764546E-16   10.8394479325       31.5726241490       3.11961077118       3.11961077118       9.54709053214       31.5726241490       4436.47740171       805154.106966    
  0.156250000000      0.124976031291       16.3736985715     -0.339815651584E-16   10.0125243662       32.7473971429       3.48268518718       3.48268518718       9.40832819710       32.7473971429       5068.36149439       1147290.73828    
  0.187500000000      0.124964568135       17.1243892397     -0.240147712029E-16   9.11770924301       34.2487784793       3.92552749883       3.92552749883       9.27333424200       34.2487784793       5965.18873737       1747274.43572    
  0.218750000000      0.124950331891       18.0566239279     -0.224253035394E-16   8.37618189731       36.1132478558       4.45044390944       4.45044390944       9.15573610902       36.1132478558       7230.97811366       2843655.81188    
  0.250000000000      0.124933004980       19.1911913096     -0.138553231412E-16   9.16730652343       38.3823826192       5.06182060165       5.06182060165       9.06755010632       38.3823826192       9024.93053597       4960666.74780    
  0.281250000000      0.124912233094       20.5513030754     -0.150950288711E-16   10.2224893134       41.1026061507       5.76622306612       5.76622306612       9.01885694313       41.1026061507       11591.2693315       9297181.03799    
  0.312500000000      0.124887627391       22.1624321534     -0.272542908900E-16   11.4774441433       44.3248643068       6.57228702191       6.57228702191       9.01785810958       44.3248643068       15301.6591819       18619809.2741    
  0.343750000000      0.124858766055       24.0521761379     -0.207137171946E-16   12.9622771614       48.1043522759       7.49050588791       7.49050588791       9.07116436212       48.1043522759       20709.4087438       39141731.9955    
  0.375000000000      0.124825191321       26.2504142681     -0.118932242410E-16   14.7206502898       52.5008285361       8.53310092283       8.53310092283       9.18421242240       52.5008285361       28609.7764081       84033166.8427    
  0.406250000000      0.124786394193       28.7902855960     -0.197177952967E-16   16.8219321002       57.5805711920       9.71425093731       9.71425093731       9.36178372138       57.5805711920       40098.5775241       179158444.799    
  0.437500000000      0.124741774413       31.7107932185     -0.203487689230E-16   19.3766836026       63.4215864371       11.0510515746       11.0510515746       9.60869006925       63.4215864371       56632.7294719       371318792.273    
