   0.00000000000       41871.0102282       469391341.857       2.85259236418       303483.844687       938782683.714       146419553.467       146413956.805       176557831.585    
  0.312500000000E-01   41699.0723704       457938962.038       2.60513207084       298578.106608       915877924.075       142683819.560       142677592.759       172577549.719    
  0.625000000000E-01   41528.9774458       446678772.586       2.37917438692       293870.139453       893357545.172       139020254.381       139013419.459       168645098.747    
  0.937500000000E-01   41360.6539390       435608358.059       2.17248476372       289160.533419       871216716.119       135428086.860       135420666.313       164759604.886    
  0.125000000000       41194.0518605       424725648.495       1.98293605284       284482.976602       849451296.990       131906603.797       131898620.587       160920424.111    
  0.156250000000       41029.1438074       414028929.452       1.80852515327       279808.053606       828057858.904       128455156.644       128446634.186       157127138.622    
  0.187500000000       40865.9258717       403516849.134       1.64738645123       275129.336291       807033698.269       125073167.777       125064129.921       153379551.436    
  0.218750000000       40704.4183797       393188422.380       1.49780195327       270446.335660       786376844.760       121760136.098       121750607.107       149677679.175    
  0.250000000000       40544.6664437       383043031.313       1.35820806647       265758.238491       766086062.627       118515641.830       118505646.355       146021743.129    
  0.281250000000       40386.7403122       373080422.496       1.22719904397       261111.064036       746160844.992       115339350.378       115328913.423       142412158.695    
  0.312500000000       40230.7355057       363300700.428       1.10352718375       256509.047342       726601400.856       112231015.128       112220162.009       138849523.291    
  0.343750000000       40076.7727275       353704317.296      0.986099940227       251889.690040       707408634.593       109190479.068       109179235.367       135334602.862    
  0.375000000000       39924.9975429       344292058.916      0.873974176851       247319.574868       688584117.832       106217675.157       106206066.664       131868317.095    
  0.406250000000       39775.5798209       335065026.839      0.766347849439       242979.110458       670130053.679       103312625.353       103300678.002       128451723.485    
  0.437500000000       39628.7129374       326024616.686      0.662549463046       238745.885047       652049233.372       100475438.249       100463178.049       125086000.388    
  0.468750000000       39484.6127417       317172492.782      0.562025685026       234460.622228       634344985.564       97706305.3110       97693758.2681       121772429.203    
  0.500000000000       39343.5162897       308510559.274      0.464327524512       230122.379218       617021118.547       95005495.6880       94992687.7207       118512375.865    
  0.531250000000       39205.6803524       300040927.928      0.369095501883       225730.428383       600081855.856       92373349.6419       92360306.4945       115307271.792    
  0.562500000000       39071.3797109       291765882.910      0.276044231913       221302.400560       583531765.821       89810270.6400       89797017.7913       112158594.479    
  0.593750000000       38940.9052505       283687842.876      0.184946831337       216919.879034       567375685.752       87316716.1941       87303278.7632       109067847.919    
  0.625000000000       38814.5618727       275809320.778      0.956195380454E-01   212510.184502       551618641.557       84893187.5485       84879590.2012       106036543.029    
  0.656250000000       38692.6662430       268132881.845      0.790689506175E-02   208039.002175       536265763.690       82540218.3507       82526485.2053       103066178.289    
  0.687500000000       38575.5443982       260661100.225     -0.783321883029E-01   203507.577989       521322200.449       80258362.4545       80244516.9907       100158220.780    
