 A  0.000000000000000E+000   15.4098106171671     
 B   27643.1516186582        14.7354833284873     
 B   1708.44072564975        15.4078197536664     
 B   105.587443621608        15.4098482142665     
 C   170.844072564974        15.4098608728529     
 P   240.442361386512        15.4098654678494     
 P   353.054758258592        15.4098534309157     
   170.844072564974        240.442361386512        353.054758258592     
   240.442361387       15.4098654678    
   283.456467588       15.4098637112    
   213.858181758       15.4098647978    
   240.418217151       15.4098654678    
   240.466505622       15.4098654678    
