   6.28318530718       0.00000000000    
   12.5663706144      0.316628698882E-02
   18.8495559215      0.521885608040E-35
   25.1327412287      0.522292377200E-35
   31.4159265359      0.824510609865E-36
   37.6991118431      0.185024229915E-34
   43.9822971503      0.752109544991E-36
   50.2654824574      0.377709021733E-35
   56.5486677646      0.671908089381E-36
   62.8318530718      0.104358326582E-34
   69.1150383790      0.480850092689E-36
   75.3982236862      0.207100185182E-35
   81.6814089933      0.326775491426E-36
   87.9645943005      0.852780772742E-35
   94.2477796077      0.444429944398E-36
   100.530964915      0.482450761005E-35
   106.814150222      0.422109445659E-36
   113.097335529      0.448082019865E-35
   119.380520836      0.317875256222E-36
   125.663706144      0.220928695866E-35
   131.946891451      0.176811438817E-36
   138.230076758      0.482057860649E-35
   144.513262065      0.556041013145E-36
   150.796447372      0.285596316845E-35
   157.079632679      0.311498472795E-36
   163.362817987      0.268366484373E-35
   169.646003294      0.301339231123E-36
   175.929188601      0.221109490487E-35
   182.212373908      0.295836069606E-36
   188.495559215      0.962933499918E-36
   194.778744523      0.447897422055E-36
   201.061929830      0.281315755847E-35
   207.345115137      0.477715884018E-36
   213.628300444      0.317733332403E-35
   219.911485751      0.318123764966E-36
   226.194671058      0.116039803046E-35
   232.477856366      0.477398266428E-36
   238.761041673      0.120514864345E-35
   245.044226980      0.566081103397E-36
   251.327412287      0.102298009767E-35
   257.610597594      0.294274619653E-36
   263.893782902      0.977901182293E-36
   270.176968209      0.312255620255E-36
   276.460153516      0.965706128498E-36
   282.743338823      0.538167105754E-36
   289.026524130      0.648696143731E-36
   295.309709437      0.760345092916E-36
   301.592894745      0.131203202410E-35
   307.876080052      0.343506718999E-36
   314.159265359      0.755336283472E-36
   320.442450666      0.450167306771E-36
   326.725635973      0.818584188144E-36
   333.008821281      0.281090794568E-36
   339.292006588      0.488475871395E-36
   345.575191895      0.401552826067E-36
   351.858377202      0.102989845407E-35
   358.141562509      0.306403684383E-36
   364.424747816      0.942266958745E-36
   370.707933124      0.394335183007E-36
   376.991118431      0.665302268660E-36
   383.274303738      0.454452948988E-36
   389.557489045      0.795633695851E-36
   395.840674352      0.369747589691E-36
   402.123859659      0.405239090204E-35
   408.407044967      0.375212039938E-36
   414.690230274      0.823518149884E-35
   420.973415581      0.621428865649E-36
   427.256600888      0.791605495669E-36
   433.539786195      0.574540846209E-36
   439.822971503      0.109552679297E-35
   446.106156810      0.567886454423E-36
   452.389342117      0.217006637645E-35
   458.672527424      0.549333311048E-36
   464.955712731      0.201763452755E-35
   471.238898038      0.506521440638E-36
   477.522083346      0.614745780779E-36
   483.805268653      0.292259454379E-36
   490.088453960      0.653129632965E-36
   496.371639267      0.351136084652E-36
   502.654824574      0.251588911030E-35
   508.938009882      0.805078702744E-36
   515.221195189      0.176947994521E-35
   521.504380496      0.659327385092E-36
   527.787565803      0.505156911750E-36
   534.070751110      0.471315476076E-36
   540.353936417      0.658918820255E-36
   546.637121725      0.531850147528E-36
   552.920307032      0.183326891178E-35
   559.203492339      0.107628647134E-35
   565.486677646      0.180421838091E-35
   571.769862953      0.876818565519E-36
   578.053048261      0.699938716343E-36
   584.336233568      0.383602280771E-36
   590.619418875      0.156248455415E-35
   596.902604182      0.179913301520E-35
   603.185789489      0.633515768233E-35
   609.468974796      0.507840652644E-35
   615.752160104      0.180732750137E-35
   622.035345411      0.270242253791E-35
   628.318530718      0.563363011287E-36
   634.601716025      0.838581081053E-36
   640.884901332      0.113041270996E-35
   647.168086639      0.317566862290E-36
   653.451271947      0.517511031045E-36
   659.734457254      0.585840397015E-36
   666.017642561      0.125728305537E-35
   672.300827868      0.402918184531E-36
   678.584013175      0.101938520050E-35
   684.867198483      0.403168886073E-36
   691.150383790      0.580531440758E-36
   697.433569097      0.208787103663E-36
   703.716754404      0.184451435597E-35
   709.999939711      0.787944493737E-36
   716.283125018      0.854639828387E-36
   722.566310326      0.286706633445E-36
   728.849495633      0.414625727689E-36
   735.132680940      0.214898327692E-36
   741.415866247      0.440566790206E-36
   747.699051554      0.216181787522E-36
   753.982236862      0.120553903275E-35
   760.265422169      0.288857359892E-36
   766.548607476      0.602372549926E-36
   772.831792783      0.317314599648E-36
   779.114978090      0.730464417881E-36
   785.398163397      0.382718950401E-36
   791.681348705      0.838660822337E-36
   797.964534012      0.213724072908E-36
   804.247719319      0.664670175203E-35
   810.530904626      0.421711132362E-36
   816.814089933      0.380371512245E-35
   823.097275241      0.533058067265E-36
   829.380460548      0.699352602461E-36
   835.663645855      0.443200950234E-36
   841.946831162      0.508583418352E-36
   848.230016469      0.362313998611E-36
   854.513201776      0.104598337310E-35
   860.796387084      0.359143525228E-36
   867.079572391      0.874021293320E-36
   873.362757698      0.320961566667E-36
   879.645943005      0.787643262285E-36
   885.929128312      0.357718905763E-36
   892.212313620      0.574855217499E-36
   898.495498927      0.368214817867E-36
   904.778684234      0.968076644712E-36
   911.061869541      0.361982682989E-36
   917.345054848      0.119640691146E-35
   923.628240155      0.361228359979E-36
   929.911425463      0.608261638448E-36
   936.194610770      0.380318616474E-36
   942.477796077      0.764664817871E-36
   948.760981384      0.310802300331E-36
   955.044166691      0.917212045778E-36
   961.327351998      0.313012524745E-36
   967.610537306      0.720552011268E-36
   973.893722613      0.259483396416E-36
   980.176907920      0.520220192727E-36
   986.460093227      0.341882000583E-36
   992.743278534      0.710047158819E-36
   999.026463842      0.444297490443E-36
