 0000   0.00000000000       2.29104183010       0.00000000000       1.34266832051       1.34261757031       0.00000000000    
 0000   0.00000000000      0.141594172065       0.00000000000       1.34266832051       1.34266812180       0.00000000000    
 0000   0.00000000000      0.875100109449E-02   0.00000000000       1.34266832051       1.34266831481       0.00000000000    
 0000   0.00000000000      0.540841611198E-03   0.00000000000       1.34266832051       1.34266831556       0.00000000000    
 0000   0.00000000000      0.334258498251E-04   0.00000000000       1.34266832051       1.34266831557       0.00000000000    
 0000   0.00000000000      0.206583112947E-05   0.00000000000       1.34266832051       1.34266831557       0.00000000000    
 0000   0.00000000000      0.127675385303E-06   0.00000000000       1.34266832051       1.34266831557       0.00000000000    
 0000   0.00000000000      0.789077276442E-08   0.00000000000       1.34266832051       1.34266831557       0.00000000000    
 0000   0.00000000000      0.487676576591E-09   0.00000000000       1.34266832051       1.34266831557       0.00000000000    
 0000   0.00000000000      0.301400699850E-10   0.00000000000       1.34266832051       1.34266831557       0.00000000000    
