 0000   0.00000000000       500000.000000      0.276984268129-316   253.376367374       161.219829802       0.00000000000    
 0000   0.00000000000       30901.6994375      0.276984268129-316   253.376367374       253.145193815       0.00000000000    
 0000   0.00000000000       1909.83005625      0.276984268129-316   253.376367374       253.434665340       0.00000000000    
 0000   0.00000000000       1909.83005625       3090.16994375       253.376367374       253.434665340       253.446073353    
 0001   3090.16994375       3215.87476412       3419.26943603       253.446073353       253.450333399       253.458553193    
 0002   3215.87476412       3419.26943603       3748.36892831       253.450333399       253.458553193       253.475065684    
 0003   3419.26943603       3748.36892831       4280.86309250       253.458553193       253.475065684       253.508564401    
 0004   3748.36892831       4280.86309250       5142.45674898       253.475065684       253.508564401       253.572105273    
 0005   4280.86309250       5142.45674898       6536.54456964       253.508564401       253.572105273       253.667922202    
 0006   5142.45674898       6536.54456964       19083.3349556       253.572105273       253.667922202       253.219404740    
